Table_Number,Year,Measure,Age,Indigenous_Status,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.25,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,,,,12-18 years old,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,8460.0,7666.0,4091.0,2105.0,1577.0,508,265,1764.0,26271.0
19A.25,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,,,,12-18 years old,All clients,,,Enrolled in formal study/training,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,68.2,74.8,59.7,68.3,74.7,66.4,68.8,61.7,68.9
19A.25,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,,,,12-18 years old,All clients,,,Enrolled in formal study/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.6,72.4,57.9,64.4,73.6,59.7,62.8,61.4,66.5
19A.25,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,,,,12-18 years old,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,9303.0,7505.0,4111.0,1930.0,1613.0,576,273,928.0,26078.0
19A.25,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,,,,12-18 years old,All clients,,,Enrolled in formal study/training,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,69.7,72.9,60.3,62.0,74.4,64.7,68.0,57.5,68.4
19A.25,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,,,,12-18 years old,All clients,,,Enrolled in formal study/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,66.7,69.5,58.6,58.6,72.8,57.4,61.6,52.8,65.4
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,20.8,26.8,36.5,34.0,14.8,17.7,13.0,38.5,23.7
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.6,5.7,3.8,3.8,12.6,2.7,15.9,7.7,4.2
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,70.9,55.8,46.9,53.5,68.1,71.7,63.8,48.1,64.6
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.3,0.4,0.9,0.0,0.0,0.9,0,0.0,0.3
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.3,6.2,6.4,4.7,1.6,3.5,4.3,0.0,4.0
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,5.1,5.5,4.1,2.9,3.5,2.9,5.8,3.2
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,79.2,73.2,63.5,66.0,85.2,82.3,87.0,61.5,76.3
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,24.9,35.7,48.6,41.0,18.4,23.0,17.4,36.5,29.4
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.9,4.9,2.1,2.9,12.3,4.4,13.0,7.7,3.5
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.7,47.5,37.4,44.5,64.5,63.7,55.1,48.1,58.2
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.9,1.3,1.9,0.9,0.0,2.7,1.4,0.0,1.1
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.5,6.1,7.3,6.1,2.6,1.8,10.1,3.8,5.0
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.0,4.5,2.6,4.7,2.3,4.4,2.9,3.8,2.8
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,75.1,64.3,51.4,59.0,81.6,77.0,82.6,63.5,70.6
19A.26,2022-23,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Total,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2541.0,759.0,446.0,355.0,330.0,120,74,62.0,4645.0
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,22.9,25.2,39.2,23.8,9.4,26.3,14.5,46.2,24.3
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.0,5.8,4.0,4.0,17.8,1.8,7.3,3.8,4.8
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,67.3,55.5,47.5,63.6,68.6,62.3,61.8,44.9,62.7
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.3,1.0,0.6,0.7,0.0,0.9,1.8,0.0,0.5
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.1,8.4,5.5,5.6,2.7,4.4,10.9,1.3,4.9
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.4,4.0,3.2,2.3,1.5,4.4,3.6,3.8,2.8
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,77.1,74.8,60.8,76.2,90.6,73.7,85.5,53.8,75.7
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.4,29.3,45.1,30.5,14.2,35.1,30.9,53.8,29.8
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.2,2.6,1.7,2.3,16.0,0.9,1.8,3.8,3.3
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,61.4,53.1,38.3,55.0,66.2,57.9,49.1,34.6,57.1
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.9,1.6,1.3,1.7,0.0,1.8,3.6,0.0,1.1
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.5,9.1,10.0,7.9,2.4,3.5,10.9,1.3,6.4
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.6,4.4,3.6,2.6,1.2,0.9,3.6,6.4,2.4
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,71.6,70.7,54.9,69.5,85.8,64.9,69.1,46.2,70.2
19A.26,2021-22,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Total,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2398.0,711.0,493.0,319.0,349.0,117,59,90.0,4491.0
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,27.6,21.9,37.2,28.3,12.1,21.6,21.1,37.6,26.1
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.0,5.3,2.9,3.6,21.3,3.1,7.0,7.1,5.3
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,62.7,61.2,50.3,58.6,59.4,68.5,70.2,43.5,60.3
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.6,0.3,0.8,0.0,0.2,0,0,2.4,0.5
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.5,6.3,5.3,6.3,3.5,3.1,1.8,3.5,4.9
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.7,5.1,3.6,3.1,3.5,3.7,0,5.9,2.9
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,72.4,78.1,62.8,71.7,87.9,78.4,78.9,62.4,73.9
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,30.9,28.2,42.3,32.7,14.6,29.0,22.8,41.2,30.3
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.6,2.9,2.0,2.9,17.9,0.6,1.8,8.2,4.1
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,56.2,53.2,43.3,49.6,58.9,58.0,61.4,40.0,53.7
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.0,1.9,1.4,1.2,0.7,0.6,1.8,2.4,1.2
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.4,9.8,7.5,9.0,4.4,4.3,10.5,2.4,7.1
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.9,4.0,3.6,4.6,3.5,7.4,1.8,5.9,3.6
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,69.1,71.8,57.7,67.3,85.4,71.0,77.2,58.8,69.7
19A.26,2020-21,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Total,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2275.0,820.0,610.0,426.0,451.0,168,65,111.0,4869.0
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.8,19.7,43.1,28.0,19.2,21.3,24.6,39.6,27.8
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.2,6.2,3.2,2.5,9.9,2.4,4.3,7.3,4.2
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,59.4,61.1,41.9,60.0,64.2,72.6,63.8,38.5,58.3
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.3,0.5,0.8,0.4,0.0,0,0,0.0,0.4
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.6,8.9,5.9,5.9,4.0,1.8,2.9,1.0,5.9
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.7,3.6,5.1,3.1,2.6,1.8,4.3,13.5,3.4
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,71.2,80.3,56.9,72.0,80.8,78.7,75.4,60.4,72.2
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,32.6,27.6,46.5,32.0,18.9,28.7,30.4,39.6,32.0
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.2,3.8,2.2,1.3,8.9,1.8,0,7.3,2.9
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,53.9,53.6,37.9,55.0,62.9,64.6,56.5,36.5,53.0
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.6,1.2,0.5,0.8,0.3,0,2.9,0.0,0.7
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.7,10.5,8.8,7.1,6.0,3.0,10.1,3.1,8.0
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.9,3.3,4.2,3.8,3.0,1.8,0,13.5,3.4
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,67.4,72.4,53.5,68.0,81.1,71.3,69.6,60.4,68.0
19A.26,2019-20,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Total,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2336.0,976.0,629.0,493.0,326.0,169,77,114.0,5037.0
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,24.8,24.3,39.8,28.1,17.3,26.8,30.4,37.2,26.9
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.8,5.0,3.9,3.8,11.2,2.7,5.4,7.0,3.9
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,64.6,55.8,46.0,56.2,63.5,67.8,58.9,51.2,59.7
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.2,1.4,0.3,0.4,0.4,0,1.8,0.8,0.5
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.9,8.1,6.4,8.0,2.4,1.6,3.6,2.3,5.6
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.7,5.5,3.6,3.5,5.2,1.1,0,1.6,3.4
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status before support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,75.2,75.7,60.2,71.9,82.7,73.2,69.6,62.8,73.1
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Not a student,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,30.2,32.7,43.5,33.6,20.5,38.3,37.5,44.2,32.8
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Primary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.0,4.0,1.7,1.3,10.8,2.2,0,5.4,2.7
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Secondary school,,AIHW (unpublished) Specialist Homelessness Services Collection,%,58.4,45.9,38.5,48.7,57.4,54.6,55.4,45.0,52.3
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,University student,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.6,1.6,1.4,0.9,1.2,0.5,0,1.6,0.9
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Vocational education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.7,9.6,9.2,9.1,3.6,2.2,5.4,2.3,6.9
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Other education/training,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.1,6.2,5.7,6.4,6.4,2.2,1.8,1.6,4.4
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Educational enrolment status after support,Student,Total enrolled,,AIHW (unpublished) Specialist Homelessness Services Collection,%,69.8,67.3,56.5,66.4,79.5,61.7,62.5,55.8,67.2
19A.26,2018-19,Achievement of employment; education and/or training on exit,12-18 years old,All people,Education and/or training assistance,,,Clients who needed education and/or training assistance,12-18 years old,Total,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,2647.0,960.0,755.0,477.0,257.0,192,62,145.0,5436.0
19A.27,2022-23,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,37023.0,61553.0,24056.0,14241.0,10598.0,3849,1907,5716.0,157314.0
19A.27,2022-23,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,89.8,87.6,93.0,94.2,90.7,95.3,91.5,94.5,90.2
19A.27,2022-23,Achievement of income on exit,15+ years old,All people,,,,Income status; before and after support,15+ years old,All clients,With known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,91.3,89.3,94.2,95.2,92.1,96.5,93.3,95.1,91.7
19A.27,2022-23,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10854.0,7404.0,8663.0,7176.0,2415.0,620,307,5003.0,41997.0
19A.27,2022-23,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.1,90.2,95.1,95.7,92.3,94.5,90.9,95.3,93.4
19A.27,2022-23,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,With known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,93.3,91.4,95.6,96.2,93.7,95.7,94.5,95.7,94.3
19A.27,2022-23,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,3767.0,2281.0,1582.0,935.0,495.0,166,150,199.0,9377.0
19A.27,2022-23,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance with known income status,With an income source,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,83.3,87.2,90.0,86.5,85.5,86.1,80.0,88.7,85.8
19A.27,2022-23,Achievement of income on exit,15+ years old,All people,Income assistance,,,Income status; before and after support,15+ years old,All clients,With a need for income assistance with known income status,With an income source,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,89.1,92.0,95.5,92.2,93.1,93.0,83.8,92.9,91.4
19A.27,2022-23,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Income status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,973.0,237.0,468.0,303.0,331.0,43,28,130.0,2449.0
