"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.46","2014","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.6","..","3.2","..","4.2","8.5","..","na","","2.3"
"18A.46","2014","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied or very dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","32.3","..","16.5","..","18.3","25.6","..","na","","24.4"
"18A.46","2014","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied or very dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.1","..","3.3","..","4.6","9.4","..","na","","2.4"
"18A.46","2014","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied or very dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.5","..","10.1","..","12.8","18.6","..","na","","4.9"
"18A.46","2014","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","38.5","..","60.2","..","62.2","70.6","..","na","","53.0"
"18A.46","2014","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","12.9","..","12.4","..","11.6","21.9","..","na","","7.2"
"18A.46","2014","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","17.1","..","10.5","..","9.5","15.9","..","na","","6.9"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","523","339","496","329","644","378","167","na","","2876"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","42.9","40.2","38.7","37.2","38.8","36.2","44.3","na","","40.7"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.0","5.5","4.4","6.7","3.9","4.9","7.6","na","","2.7"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.0","7.0","5.9","9.2","5.1","6.8","8.7","na","","3.4"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","28.2","32.3","43.7","49.5","39.5","34.8","32.3","na","","33.8"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.5","5.3","4.5","7.0","3.9","4.8","7.1","na","","2.5"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","8.1","8.3","5.2","7.2","5.1","7.1","11.2","na","","3.7"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","71.1","72.5","82.4","86.7","78.3","71.0","76.6","na","","74.5"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.5","5.0","3.4","4.7","3.3","4.6","6.4","na","","2.4"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.2","3.5","2.1","2.8","2.2","3.3","4.3","na","","1.6"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","13.8","13.3","9.0","6.5","10.7","13.3","9.0","na","","12.3"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.2","3.8","2.6","3.5","2.5","3.4","4.4","na","","1.7"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","11.8","14.4","14.7","27.0","11.8","13.2","24.7","na","","7.1"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","67.7","65.3","76.3","72.4","72.7","60.0","62.7","na","","68.7"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","9.1","10.2","7.4","15.2","7.4","11.3","13.3","na","","5.0"
"18A.47","2023","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.8","8.0","5.0","10.7","5.2","9.6","10.8","na","","3.7"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","559","305","498","439","672","340","201","na","","3014"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","42.2","33.6","41.9","41.0","35.9","36.2","35.8","na","","39.6"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.0","6.1","4.5","6.3","3.8","5.2","6.6","na","","2.7"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.1","9.3","5.5","7.8","5.4","7.4","9.5","na","","3.5"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","32.4","38.1","39.6","43.0","43.7","42.3","37.3","na","","36.8"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.7","6.3","4.5","6.3","3.9","5.4","6.7","na","","2.6"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.4","8.5","5.8","7.5","4.6","6.5","9.2","na","","3.6"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","74.5","71.8","81.5","84.0","79.6","78.5","73.1","na","","76.4"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.5","5.8","3.6","4.9","3.2","4.5","6.1","na","","2.4"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.1","4.1","2.2","3.0","2.0","2.9","4.3","na","","1.6"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","15.6","16.7","9.1","7.7","9.3","10.0","16.4","na","","13.4"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.7","4.9","2.6","3.7","2.3","3.3","5.1","na","","2.0"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","12.1","14.9","14.8","24.3","12.7","16.9","16.0","na","","7.5"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","67.9","59.6","77.0","73.9","68.2","68.2","63.4","na","","68.2"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","9.3","13.3","7.5","14.7","7.6","10.3","11.2","na","","5.3"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.0","11.4","4.9","10.2","5.7","7.7","9.0","na","","4.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","375","439","563","476","805","432","170","na","","3260"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","43.2","42.0","41.3","38.7","41.4","39.3","45.9","na","","41.8"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.3","4.8","4.1","4.6","3.5","4.6","7.5","na","","2.4"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.3","5.8","5.1","6.1","4.3","6.0","8.4","na","","2.9"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","35.5","37.3","40.4","46.3","39.0","38.1","24.1","na","","38.1"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.1","4.7","4.1","4.7","3.4","4.6","6.4","na","","2.3"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.4","6.4","5.2","5.2","4.5","6.2","13.6","na","","3.1"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","78.7","79.3","81.7","85.1","80.4","77.4","70.0","na","","79.9"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.4","3.9","3.2","3.4","2.8","4.0","6.9","na","","2.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.9","2.5","2.0","2.0","1.8","2.6","5.0","na","","1.3"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","7.4","12.1","10.0","6.8","9.2","10.7","13.5","na","","9.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.8","3.2","2.5","2.4","2.0","2.9","5.2","na","","1.3"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","19.1","13.3","12.7","17.6","11.3","13.9","19.4","na","","7.5"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","76.5","70.7","77.2","81.6","74.7","69.4","60.0","na","","75.2"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","9.4","8.8","6.6","7.1","6.2","8.2","13.0","na","","4.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.2","6.3","4.4","4.4","4.2","6.0","11.0","na","","2.7"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","589","408","379","384","572","554","209","na","","3095"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","42.0","40.2","40.3","39.8","39.4","40.7","44.0","na","","40.9"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.0","4.8","4.9","4.9","4.0","4.1","6.7","na","","2.1"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.9","6.1","6.3","6.3","5.2","5.1","7.8","na","","2.6"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","38.3","41.8","38.0","45.3","41.1","39.2","36.4","na","","39.4"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.9","4.8","4.9","5.0","4.0","4.1","6.5","na","","2.1"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","5.3","5.8","6.6","5.6","5.0","5.3","9.2","na","","2.7"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","80.3","82.1","78.3","85.1","80.5","79.9","80.4","na","","80.3"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.2","3.7","4.2","3.6","3.3","3.4","5.4","na","","1.7"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.1","2.3","2.7","2.1","2.1","2.1","3.4","na","","1.1"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","10.2","8.6","11.3","7.5","8.4","10.4","8.1","na","","9.9"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.5","2.7","3.2","2.7","2.3","2.6","3.7","na","","1.3"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","12.4","16.0","14.3","17.9","13.8","12.6","23.3","na","","6.6"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","70.9","77.7","75.4","81.1","77.7","76.7","77.1","na","","74.8"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","7.5","8.4","9.2","6.8","7.3","7.1","9.1","na","","3.8"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","5.4","5.5","6.2","4.3","4.8","4.7","6.0","na","","2.6"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","1032","358","364","349","346","288","121","na","","2858"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","45.0","38.8","43.1","38.7","42.3","41.6","38.9","na","","42.8"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.0","5.1","5.3","5.2","5.2","5.7","8.8","na","","2.0"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.4","6.7","6.2","6.8","6.3","7.0","11.5","na","","2.3"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","33.4","37.8","40.1","44.2","40.3","34.1","30.6","na","","36.9"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.9","5.1","5.2","5.2","5.1","5.5","8.3","na","","1.9"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.4","6.8","6.6","6.0","6.5","8.2","13.8","na","","2.6"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","78.5","76.6","83.2","83.0","82.6","75.7","69.4","na","","79.7"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.5","4.4","3.8","3.9","4.0","4.9","8.3","na","","1.6"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.6","2.9","2.4","2.4","2.5","3.3","6.1","na","","1.0"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","10.3","11.4","8.7","7.2","7.3","14.3","13.9","na","","9.8"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.9","3.3","2.7","2.7","2.7","4.0","6.2","na","","1.1"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Dissatisfied or very dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","9.2","14.6","15.5","19.0","19.3","14.4","22.7","na","","5.9"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","74.2","73.9","76.5","78.0","79.5","68.6","66.7","na","","74.8"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.2","8.7","8.8","10.3","8.7","9.0","15.1","na","","3.4"
"18A.47","2014","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.6","6.0","5.9","6.7","5.6","6.7","11.5","na","","2.3"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","","Public housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","96468","64993","52829","33257","31599","4980","10743","5535","","300404"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10423","9265","9955","18269","10626","12787","14224","19118","","11315"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","5137","4266","1855","2516","1911","5069","5487","6056","","3770"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","22427","25671","18246","13928","12354","10335","38674","11501","","20572"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","17067","11787","7955","14247","8907","17959","16279","12254","","13050"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","39494","37458","26201","28175","21261","28294","54952","23755","","33622"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","463","30","163","351","0","50","172","1402","","256"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","44168","41694","27894","30340","23173","33313","60268","28408","","37137"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","116","73","..","166","55","na","na","122","","79"
"18A.48","2022-23","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","54591","50958","37848","48608","33799","46100","74491","47462","","48451"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","","Public housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","96659","64256","52211","32536","31756","5629","10783","5569","","299399"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10226","10570","9531","14975","10617","10869","15827","18188","","11098"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","5080","3860","1868","2822","1598","4504","4822","6198","","3644"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","22340","26909","16828","14627","11596","9296","43040","11141","","20674"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","17916","11907","7666","13393","7180","16235","16775","11199","","13011"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","40256","38817","24495","28020","18776","25530","59815","22340","","33685"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","500","0","182","427","0","13","195","1498","","275"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","44836","42677","26181","30414","20373","30021","64442","27040","","37054"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","98","70","..","156","50","na","na","163","","72"
"18A.48","2021-22","Recurrent expenditure","All people","All areas","Public housing","2022-23 dollars","Public housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","55063","53247","35712","45389","30990","40891","80293","45228","","48153"
"18A.48","2020-21","Recurrent expenditure","All people","All areas","Public housing","","Public housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","96673","64209","51974","32712","32212","7031","10898","5594","","301303"
