DATE,MONTH,SEX,CLIENT GROUP,NSW,VIC,QLD,WA,SA,TAS,ACT,NT,NATIONAL,NSW_POPULATION,VIC_POPULATION,QLD_POPULATION,WA_POPULATION,SA_POPULATION,TAS_POPULATION,ACT_POPULATION,NT_POPULATION,NATIONAL_POPULATION,NATIONAL_PER_10k,NSW_PER_10k,NSW_PROPORTION_OF_NATIONAL,NSW_PROPORTION_OF_NATIONAL_PER_10k,NSW_PROPORTION_OF_NATIONAL_POPULATION,NSW_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,VIC_PER_10k,VIC_PROPORTION_OF_NATIONAL,VIC_PROPORTION_OF_NATIONAL_PER_10k,VIC_PROPORTION_OF_NATIONAL_POPULATION,VIC_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,QLD_PER_10k,QLD_PROPORTION_OF_NATIONAL,QLD_PROPORTION_OF_NATIONAL_PER_10k,QLD_PROPORTION_OF_NATIONAL_POPULATION,QLD_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,WA_PER_10k,WA_PROPORTION_OF_NATIONAL,WA_PROPORTION_OF_NATIONAL_PER_10k,WA_PROPORTION_OF_NATIONAL_POPULATION,WA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,SA_PER_10k,SA_PROPORTION_OF_NATIONAL,SA_PROPORTION_OF_NATIONAL_PER_10k,SA_PROPORTION_OF_NATIONAL_POPULATION,SA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,TAS_PER_10k,TAS_PROPORTION_OF_NATIONAL,TAS_PROPORTION_OF_NATIONAL_PER_10k,TAS_PROPORTION_OF_NATIONAL_POPULATION,TAS_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,ACT_PER_10k,ACT_PROPORTION_OF_NATIONAL,ACT_PROPORTION_OF_NATIONAL_PER_10k,ACT_PROPORTION_OF_NATIONAL_POPULATION,ACT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,NT_PER_10k,NT_PROPORTION_OF_NATIONAL,NT_PROPORTION_OF_NATIONAL_PER_10k,NT_PROPORTION_OF_NATIONAL_POPULATION,NT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP
2020-01-31,Jan20,Female,Number of clients accommodated in short-term/emergency accommodation,1428.0,1930.0,2005.0,1249.0,292.0,263.0,183.0,403.0,7746.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,6.0,3.5,18.4,58.2,31.7,58.2,5.8,24.9,96.2,25.9,96.2,7.7,25.9,128.5,20.1,128.5,9.3,16.1,154.3,10.5,154.3,3.2,3.8,53.8,7.0,53.8,9.4,3.4,156.2,2.2,156.2,8.2,2.4,136.3,1.7,136.3,33.4,5.2,554.0,0.9,554.0
2020-01-31,Jan20,Female,Number of clients with problematic drug or alcohol issues,988.0,1241.0,404.0,443.0,210.0,95.0,95.0,111.0,3583.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,2.8,2.4,27.6,87.1,31.7,87.1,3.7,34.6,133.8,25.9,133.8,1.6,11.3,56.0,20.1,56.0,3.3,12.4,118.3,10.5,118.3,2.3,5.9,83.7,7.0,83.7,3.4,2.7,122.0,2.2,122.0,4.3,2.7,153.0,1.7,153.0,9.2,3.1,329.9,0.9,329.9
2020-01-31,Jan20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,148.0,931.0,167.0,73.0,66.0,61.0,19.0,27.0,1490.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,1.2,0.4,9.9,31.4,31.7,31.4,2.8,62.5,241.4,25.9,241.4,0.6,11.2,55.6,20.1,55.6,0.5,4.9,46.9,10.5,46.9,0.7,4.4,63.3,7.0,63.3,2.2,4.1,188.3,2.2,188.3,0.9,1.3,73.6,1.7,73.6,2.2,1.8,192.9,0.9,192.9
2020-01-31,Jan20,Female,Number of clients who have experienced family and domestic violence,5874.0,11401.0,3025.0,2161.0,1448.0,406.0,453.0,753.0,25461.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,19.8,14.4,23.1,72.9,31.7,72.9,34.3,44.8,173.0,25.9,173.0,11.7,11.9,59.0,20.1,59.0,16.1,8.5,81.2,10.5,81.2,16.1,5.7,81.2,7.0,81.2,14.5,1.6,73.4,2.2,73.4,20.3,1.8,102.7,1.7,102.7,62.4,3.0,314.9,0.9,314.9
2020-01-31,Jan20,Female,Number of indigenous clients,4061.0,2153.0,2693.0,1905.0,1010.0,212.0,153.0,1709.0,13856.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,10.8,10.0,29.3,92.6,31.7,92.6,6.5,15.5,60.0,25.9,60.0,10.4,19.4,96.5,20.1,96.5,14.2,13.7,131.5,10.5,131.5,11.2,7.3,104.1,7.0,104.1,7.6,1.5,70.4,2.2,70.4,6.9,1.1,63.7,1.7,63.7,141.6,12.3,1313.3,0.9,1313.3
2020-01-31,Jan20,Male,Number of clients with a current mental health issue,2887.0,3668.0,1219.0,544.0,621.0,503.0,239.0,138.0,9801.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,7.6,7.1,29.5,93.1,31.7,93.1,11.0,37.4,144.6,25.9,144.6,4.7,12.4,61.8,20.1,61.8,4.0,5.6,53.1,10.5,53.1,6.9,6.3,90.5,7.0,90.5,18.0,5.1,236.1,2.2,236.1,10.7,2.4,140.7,1.7,140.7,11.4,1.4,149.9,0.9,149.9
2020-01-31,Jan20,Female,Number of nights in short-term/emergency accommodation,27556.0,26684.0,43552.0,12232.0,4859.0,4649.0,4759.0,3210.0,127501.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,99.2,67.7,21.6,68.3,31.7,68.3,80.2,20.9,80.8,25.9,80.8,168.2,34.2,169.6,20.1,169.6,91.0,9.6,91.8,10.5,91.8,54.0,3.8,54.4,7.0,54.4,166.4,3.6,167.7,2.2,167.7,213.6,3.7,215.4,1.7,215.4,265.9,2.5,268.1,0.9,268.1
2020-01-31,Jan20,Male,Number of clients with problematic drug or alcohol issues,1078.0,1504.0,515.0,343.0,327.0,164.0,102.0,119.0,4146.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,3.2,2.6,26.0,82.1,31.7,82.1,4.5,36.3,140.1,25.9,140.1,2.0,12.4,61.7,20.1,61.7,2.6,8.3,79.1,10.5,79.1,3.6,7.9,112.6,7.0,112.6,5.9,4.0,182.0,2.2,182.0,4.6,2.5,142.0,1.7,142.0,9.9,2.9,305.6,0.9,305.6
2020-01-31,Jan20,Female,Number of clients with a current mental health issue,4834.0,6036.0,1914.0,1104.0,1100.0,631.0,379.0,164.0,16131.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,12.5,11.9,30.0,94.7,31.7,94.7,18.1,37.4,144.5,25.9,144.5,7.4,11.9,58.9,20.1,58.9,8.2,6.8,65.5,10.5,65.5,12.2,6.8,97.4,7.0,97.4,22.6,3.9,179.9,2.2,179.9,17.0,2.3,135.6,1.7,135.6,13.6,1.0,108.3,0.9,108.3
2020-01-31,Jan20,Male,Number of nights in short-term/emergency accommodation,22146.0,21184.0,37545.0,9069.0,4008.0,2885.0,3647.0,2105.0,102589.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,79.8,54.4,21.6,68.2,31.7,68.2,63.7,20.6,79.8,25.9,79.8,145.0,36.6,181.7,20.1,181.7,67.5,8.8,84.6,10.5,84.6,44.5,3.9,55.8,7.0,55.8,103.2,2.8,129.4,2.2,129.4,163.7,3.6,205.1,1.7,205.1,174.4,2.1,218.5,0.9,218.5
2020-01-31,Jan20,Total,Number of clients financially assisted with payments for short term/emergency accommodation,211.0,1704.0,227.0,91.0,78.0,92.0,27.0,30.0,2457.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,1.9,0.5,8.6,27.1,31.7,27.1,5.1,69.4,267.9,25.9,267.9,0.9,9.2,45.9,20.1,45.9,0.7,3.7,35.4,10.5,35.4,0.9,3.2,45.3,7.0,45.3,3.3,3.7,172.2,2.2,172.2,1.2,1.1,63.4,1.7,63.4,2.5,1.2,130.0,0.9,130.0
2020-01-31,Jan20,Male,Number of clients who are homeless,4512.0,6486.0,2658.0,1143.0,1050.0,691.0,431.0,520.0,17459.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,13.6,11.1,25.8,81.6,31.7,81.6,19.5,37.1,143.5,25.9,143.5,10.3,15.2,75.6,20.1,75.6,8.5,6.5,62.6,10.5,62.6,11.7,6.0,85.9,7.0,85.9,24.7,4.0,182.1,2.2,182.1,19.3,2.5,142.5,1.7,142.5,43.1,3.0,317.1,0.9,317.1
2020-01-31,Jan20,Male,Number of clients who are at risk of homelessness,4484.0,5784.0,2290.0,1011.0,1186.0,363.0,336.0,512.0,15942.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,12.4,11.0,28.1,88.9,31.7,88.9,17.4,36.3,140.1,25.9,140.1,8.8,14.4,71.3,20.1,71.3,7.5,6.3,60.7,10.5,60.7,13.2,7.4,106.2,7.0,106.2,13.0,2.3,104.7,2.2,104.7,15.1,2.1,121.6,1.7,121.6,42.4,3.2,342.0,0.9,342.0
2020-01-31,Jan20,Total,Number of indigenous clients,6681.0,3469.0,4296.0,2869.0,1638.0,374.0,283.0,2650.0,22211.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,17.3,16.4,30.1,95.0,31.7,95.0,10.4,15.6,60.3,25.9,60.3,16.6,19.3,96.0,20.1,96.0,21.4,12.9,123.6,10.5,123.6,18.2,7.4,105.3,7.0,105.3,13.4,1.7,77.5,2.2,77.5,12.7,1.3,73.5,1.7,73.5,219.5,11.9,1270.4,0.9,1270.4
2020-01-31,Jan20,Total,Number of clients who have experienced family and domestic violence,7892.0,14620.0,3943.0,2742.0,1732.0,536.0,640.0,968.0,33008.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,25.7,19.4,23.9,75.5,31.7,75.5,43.9,44.3,171.1,25.9,171.1,15.2,11.9,59.3,20.1,59.3,20.4,8.3,79.5,10.5,79.5,19.2,5.2,74.9,7.0,74.9,19.2,1.6,74.7,2.2,74.7,28.7,1.9,111.9,1.7,111.9,80.2,2.9,312.3,0.9,312.3
2020-01-31,Jan20,Total,Number of clients who are at risk of homelessness,12018.0,16434.0,5851.0,3319.0,3281.0,888.0,769.0,1564.0,44038.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,34.3,29.5,27.3,86.2,31.7,86.2,49.4,37.3,144.2,25.9,144.2,22.6,13.3,66.0,20.1,66.0,24.7,7.5,72.1,10.5,72.1,36.4,7.5,106.4,7.0,106.4,31.8,2.0,92.8,2.2,92.8,34.5,1.7,100.8,1.7,100.8,129.5,3.6,378.2,0.9,378.2
2020-01-31,Jan20,Male,Number of clients accommodated in short-term/emergency accommodation,1174.0,1690.0,1755.0,732.0,228.0,178.0,141.0,151.0,6039.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,4.7,2.9,19.4,61.4,31.7,61.4,5.1,28.0,108.1,25.9,108.1,6.8,29.1,144.3,20.1,144.3,5.4,12.1,116.0,10.5,116.0,2.5,3.8,53.9,7.0,53.9,6.4,2.9,135.6,2.2,135.6,6.3,2.3,134.7,1.7,134.7,12.5,2.5,266.2,0.9,266.2
2020-01-31,Jan20,Total,Number of nights in short-term/emergency accommodation,49702.0,47868.0,81097.0,21301.0,8867.0,7534.0,8406.0,5315.0,230090.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,179.0,122.2,21.6,68.2,31.7,68.2,143.8,20.8,80.4,25.9,80.4,313.2,35.2,175.0,20.1,175.0,158.5,9.3,88.6,10.5,88.6,98.5,3.9,55.0,7.0,55.0,269.6,3.3,150.6,2.2,150.6,377.3,3.7,210.8,1.7,210.8,440.2,2.3,246.0,0.9,246.0
2020-01-31,Jan20,Total,Number of clients accommodated in short-term/emergency accommodation,2602.0,3620.0,3760.0,1981.0,520.0,441.0,324.0,554.0,13785.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,10.7,6.4,18.9,59.6,31.7,59.6,10.9,26.3,101.4,25.9,101.4,14.5,27.3,135.4,20.1,135.4,14.7,14.4,137.5,10.5,137.5,5.8,3.8,53.9,7.0,53.9,15.8,3.2,147.2,2.2,147.2,14.5,2.4,135.6,1.7,135.6,45.9,4.0,427.9,0.9,427.9
2020-01-31,Jan20,Total,Number of clients who are homeless,10172.0,14481.0,6497.0,2706.0,2499.0,1457.0,979.0,1155.0,39875.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,31.0,25.0,25.5,80.6,31.7,80.6,43.5,36.3,140.3,25.9,140.3,25.1,16.3,80.9,20.1,80.9,20.1,6.8,64.9,10.5,64.9,27.8,6.3,89.5,7.0,89.5,52.1,3.7,168.1,2.2,168.1,43.9,2.5,141.7,1.7,141.7,95.7,2.9,308.4,0.9,308.4
2020-01-31,Jan20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,63.0,773.0,60.0,18.0,12.0,31.0,8.0,3.0,967.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,0.8,0.2,6.5,20.6,31.7,20.6,2.3,79.9,308.8,25.9,308.8,0.2,6.2,30.8,20.1,30.8,0.1,1.9,17.8,10.5,17.8,0.1,1.2,17.7,7.0,17.7,1.1,3.2,147.5,2.2,147.5,0.4,0.8,47.7,1.7,47.7,0.2,0.3,33.0,0.9,33.0
2020-01-31,Jan20,Total,Number of clients with problematic drug or alcohol issues,2066.0,2745.0,919.0,786.0,537.0,259.0,197.0,230.0,7729.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,6.0,5.1,26.7,84.4,31.7,84.4,8.2,35.5,137.2,25.9,137.2,3.5,11.9,59.0,20.1,59.0,5.8,10.2,97.3,10.5,97.3,6.0,6.9,99.2,7.0,99.2,9.3,3.4,154.1,2.2,154.1,8.8,2.5,147.1,1.7,147.1,19.1,3.0,316.9,0.9,316.9
2020-02-29,Feb20,Total,Number of clients who are homeless,10428.0,14363.0,6857.0,2611.0,2557.0,1473.0,996.0,1157.0,40356.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,31.4,25.6,25.8,81.6,31.7,81.6,43.2,35.6,137.5,25.9,137.5,26.5,17.0,84.4,20.1,84.4,19.4,6.5,61.9,10.5,61.9,28.4,6.3,90.5,7.0,90.5,52.7,3.7,167.9,2.2,167.9,44.7,2.5,142.4,1.7,142.4,95.8,2.9,305.3,0.9,305.3
2020-02-29,Feb20,Total,Number of clients accommodated in short-term/emergency accommodation,2609.0,3547.0,3722.0,1842.0,493.0,424.0,318.0,552.0,13493.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,10.5,6.4,19.3,61.1,31.7,61.1,10.7,26.3,101.5,25.9,101.5,14.4,27.6,137.0,20.1,137.0,13.7,13.7,130.6,10.5,130.6,5.5,3.7,52.2,7.0,52.2,15.2,3.1,144.6,2.2,144.6,14.3,2.4,136.0,1.7,136.0,45.7,4.1,435.6,0.9,435.6
2020-02-29,Feb20,Total,Number of nights in short-term/emergency accommodation,47946.0,44582.0,76580.0,19790.0,7852.0,7232.0,7867.0,5095.0,216944.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,168.8,117.8,22.1,69.8,31.7,69.8,134.0,20.6,79.4,25.9,79.4,295.8,35.3,175.3,20.1,175.3,147.3,9.1,87.3,10.5,87.3,87.2,3.6,51.7,7.0,51.7,258.8,3.3,153.3,2.2,153.3,353.1,3.6,209.3,1.7,209.3,422.0,2.3,250.1,0.9,250.1
2020-02-29,Feb20,Total,Number of clients who are at risk of homelessness,12269.0,16361.0,6038.0,3311.0,3291.0,865.0,769.0,1648.0,44497.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,34.6,30.2,27.6,87.1,31.7,87.1,49.2,36.8,142.0,25.9,142.0,23.3,13.6,67.4,20.1,67.4,24.6,7.4,71.2,10.5,71.2,36.6,7.4,105.6,7.0,105.6,31.0,1.9,89.4,2.2,89.4,34.5,1.7,99.7,1.7,99.7,136.5,3.7,394.4,0.9,394.4
2020-02-29,Feb20,Total,Number of clients with problematic drug or alcohol issues,2099.0,2723.0,904.0,805.0,553.0,253.0,196.0,235.0,7760.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,6.0,5.2,27.0,85.5,31.7,85.5,8.2,35.1,135.5,25.9,135.5,3.5,11.6,57.8,20.1,57.8,6.0,10.4,99.2,10.5,99.2,6.1,7.1,101.8,7.0,101.8,9.1,3.3,150.0,2.2,150.0,8.8,2.5,145.8,1.7,145.8,19.5,3.0,322.5,0.9,322.5
2020-02-29,Feb20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,60.0,776.0,66.0,12.0,9.0,27.0,9.0,2.0,961.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,0.7,0.1,6.2,19.7,31.7,19.7,2.3,80.7,311.9,25.9,311.9,0.3,6.9,34.1,20.1,34.1,0.1,1.2,11.9,10.5,11.9,0.1,0.9,13.4,7.0,13.4,1.0,2.8,129.2,2.2,129.2,0.4,0.9,54.0,1.7,54.0,0.2,0.2,22.2,0.9,22.2
2020-02-29,Feb20,Male,Number of clients who are at risk of homelessness,4554.0,5730.0,2308.0,1028.0,1145.0,353.0,334.0,567.0,16007.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,12.5,11.2,28.5,89.9,31.7,89.9,17.2,35.8,138.3,25.9,138.3,8.9,14.4,71.6,20.1,71.6,7.7,6.4,61.4,10.5,61.4,12.7,7.2,102.2,7.0,102.2,12.6,2.2,101.4,2.2,101.4,15.0,2.1,120.4,1.7,120.4,47.0,3.5,377.2,0.9,377.2
2020-02-29,Feb20,Total,Number of indigenous clients,6899.0,3476.0,4456.0,2664.0,1582.0,371.0,282.0,2678.0,22367.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,17.4,17.0,30.8,97.4,31.7,97.4,10.4,15.5,60.0,25.9,60.0,17.2,19.9,98.9,20.1,98.9,19.8,11.9,113.9,10.5,113.9,17.6,7.1,101.0,7.0,101.0,13.3,1.7,76.3,2.2,76.3,12.7,1.3,72.8,1.7,72.8,221.8,12.0,1274.9,0.9,1274.9
2020-02-29,Feb20,Male,Number of clients who are homeless,4690.0,6319.0,2822.0,1105.0,1071.0,673.0,436.0,518.0,17596.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,13.7,11.5,26.7,84.2,31.7,84.2,19.0,35.9,138.7,25.9,138.7,10.9,16.0,79.6,20.1,79.6,8.2,6.3,60.1,10.5,60.1,11.9,6.1,86.9,7.0,86.9,24.1,3.8,175.9,2.2,175.9,19.6,2.5,143.0,1.7,143.0,42.9,2.9,313.5,0.9,313.5
2020-02-29,Feb20,Male,Number of clients accommodated in short-term/emergency accommodation,1187.0,1652.0,1732.0,687.0,230.0,174.0,135.0,145.0,5935.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,4.6,2.9,20.0,63.2,31.7,63.2,5.0,27.8,107.5,25.9,107.5,6.7,29.2,144.9,20.1,144.9,5.1,11.6,110.7,10.5,110.7,2.6,3.9,55.3,7.0,55.3,6.2,2.9,134.9,2.2,134.9,6.1,2.3,131.3,1.7,131.3,12.0,2.4,260.1,0.9,260.1
2020-02-29,Feb20,Total,Number of clients with a current mental health issue,7756.0,9745.0,3106.0,1708.0,1763.0,1155.0,624.0,295.0,26107.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,20.3,19.1,29.7,93.9,31.7,93.9,29.3,37.3,144.2,25.9,144.2,12.0,11.9,59.1,20.1,59.1,12.7,6.5,62.6,10.5,62.6,19.6,6.8,96.4,7.0,96.4,41.3,4.4,203.5,2.2,203.5,28.0,2.4,137.9,1.7,137.9,24.4,1.1,120.3,0.9,120.3
2020-02-29,Feb20,Total,Number of clients who have experienced family and domestic violence,7997.0,14463.0,4020.0,2610.0,1794.0,502.0,637.0,987.0,32958.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,25.6,19.7,24.3,76.7,31.7,76.7,43.5,43.9,169.5,25.9,169.5,15.5,12.2,60.6,20.1,60.6,19.4,7.9,75.8,10.5,75.8,19.9,5.4,77.7,7.0,77.7,18.0,1.5,70.1,2.2,70.1,28.6,1.9,111.5,1.7,111.5,81.8,3.0,318.9,0.9,318.9
2020-02-29,Feb20,Male,Number of nights in short-term/emergency accommodation,21246.0,19682.0,35239.0,8514.0,3687.0,2854.0,3321.0,1922.0,96465.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,75.0,52.2,22.0,69.6,31.7,69.6,59.1,20.4,78.8,25.9,78.8,136.1,36.5,181.4,20.1,181.4,63.4,8.8,84.4,10.5,84.4,41.0,3.8,54.6,7.0,54.6,102.1,3.0,136.1,2.2,136.1,149.1,3.4,198.7,1.7,198.7,159.2,2.0,212.2,0.9,212.2
2020-02-29,Feb20,Male,Number of clients who have experienced family and domestic violence,2068.0,3028.0,958.0,533.0,272.0,108.0,195.0,209.0,7368.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,5.7,5.1,28.1,88.7,31.7,88.7,9.1,41.1,158.7,25.9,158.7,3.7,13.0,64.6,20.1,64.6,4.0,7.2,69.2,10.5,69.2,3.0,3.7,52.7,7.0,52.7,3.9,1.5,67.4,2.2,67.4,8.8,2.6,152.7,1.7,152.7,17.3,2.8,302.0,0.9,302.0
2020-02-29,Feb20,Male,Number of clients with problematic drug or alcohol issues,1102.0,1469.0,474.0,346.0,312.0,156.0,94.0,128.0,4079.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,3.2,2.7,27.0,85.4,31.7,85.4,4.4,36.0,139.1,25.9,139.1,1.8,11.6,57.7,20.1,57.7,2.6,8.5,81.1,10.5,81.1,3.5,7.6,109.2,7.0,109.2,5.6,3.8,175.9,2.2,175.9,4.2,2.3,133.0,1.7,133.0,10.6,3.1,334.1,0.9,334.1
2020-02-29,Feb20,Male,Number of indigenous clients,2690.0,1283.0,1664.0,907.0,591.0,152.0,123.0,952.0,8357.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,6.5,6.6,32.2,101.7,31.7,101.7,3.9,15.4,59.3,25.9,59.3,6.4,19.9,98.9,20.1,98.9,6.7,10.9,103.8,10.5,103.8,6.6,7.1,101.0,7.0,101.0,5.4,1.8,83.7,2.2,83.7,5.5,1.5,84.9,1.7,84.9,78.9,11.4,1213.0,0.9,1213.0
2020-02-29,Feb20,Female,Number of clients who are at risk of homelessness,7715.0,10631.0,3730.0,2283.0,2146.0,512.0,435.0,1081.0,28490.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,22.2,19.0,27.1,85.6,31.7,85.6,31.9,37.3,144.1,25.9,144.1,14.4,13.1,65.0,20.1,65.0,17.0,8.0,76.7,10.5,76.7,23.8,7.5,107.6,7.0,107.6,18.3,1.8,82.7,2.2,82.7,19.5,1.5,88.1,1.7,88.1,89.5,3.8,404.0,0.9,404.0
2020-02-29,Feb20,Female,Number of clients who are homeless,5738.0,8044.0,4035.0,1506.0,1486.0,800.0,560.0,639.0,22760.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,17.7,14.1,25.2,79.6,31.7,79.6,24.2,35.3,136.5,25.9,136.5,15.6,17.7,88.0,20.1,88.0,11.2,6.6,63.3,10.5,63.3,16.5,6.5,93.2,7.0,93.2,28.6,3.5,161.7,2.2,161.7,25.1,2.5,142.0,1.7,142.0,52.9,2.8,298.9,0.9,298.9
2020-02-29,Feb20,Female,Number of clients accommodated in short-term/emergency accommodation,1422.0,1895.0,1990.0,1155.0,263.0,250.0,183.0,407.0,7558.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,5.9,3.5,18.8,59.4,31.7,59.4,5.7,25.1,96.9,25.9,96.9,7.7,26.3,130.7,20.1,130.7,8.6,15.3,146.2,10.5,146.2,2.9,3.5,49.7,7.0,49.7,8.9,3.3,152.2,2.2,152.2,8.2,2.4,139.7,1.7,139.7,33.7,5.4,573.4,0.9,573.4
2020-02-29,Feb20,Female,Number of clients with problematic drug or alcohol issues,997.0,1254.0,430.0,459.0,241.0,97.0,102.0,107.0,3681.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,2.9,2.5,27.1,85.6,31.7,85.6,3.8,34.1,131.6,25.9,131.6,1.7,11.7,58.0,20.1,58.0,3.4,12.5,119.3,10.5,119.3,2.7,6.5,93.5,7.0,93.5,3.5,2.6,121.2,2.2,121.2,4.6,2.8,159.9,1.7,159.9,8.9,2.9,309.5,0.9,309.5
2020-02-29,Feb20,Total,Number of clients financially assisted with payments for short term/emergency accommodation,186.0,1669.0,230.0,89.0,77.0,101.0,29.0,17.0,2397.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,1.9,0.5,7.8,24.5,31.7,24.5,5.0,69.6,269.0,25.9,269.0,0.9,9.6,47.6,20.1,47.6,0.7,3.7,35.5,10.5,35.5,0.9,3.2,45.9,7.0,45.9,3.6,4.2,193.8,2.2,193.8,1.3,1.2,69.8,1.7,69.8,1.4,0.7,75.5,0.9,75.5
2020-02-29,Feb20,Female,Number of clients with a current mental health issue,4811.0,6119.0,1930.0,1153.0,1145.0,648.0,373.0,172.0,16325.0,4068863.0,3327810.0,2589061.0,1343735.0,900160.0,279447.0,222767.0,120727.0,12854806.0,12.7,11.8,29.5,93.1,31.7,93.1,18.4,37.5,144.8,25.9,144.8,7.5,11.8,58.7,20.1,58.7,8.6,7.1,67.6,10.5,67.6,12.7,7.0,100.2,7.0,100.2,23.2,4.0,182.6,2.2,182.6,16.7,2.3,131.8,1.7,131.8,14.2,1.1,112.2,0.9,112.2
