"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Special_Need","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"GA.12","2018-19","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Paying enough rent to be eligible for maximum assistance","","","","","Australian Government Department of Social Services (unpublished)","%","78.7","77.1","79.4","78.7","73.6","72.3","82.9","77.4","78.0"
"GA.12","2017-18","Income units receiving CRA","All ages","All people","All areas","","","Income units receiving CRA","Paying enough rent to be eligible for maximum assistance","","","","","Australian Government Department of Social Services (unpublished)","%","80.5","78.9","81.7","81.3","75.5","74.4","85.1","80.7","80.0"
"GA.13","2022","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","46.8","44.3","43.4","42.8","35.4","32.9","53.9","42.3","43.9"
"GA.13","2022","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","74.9","71.1","70.9","70.4","67.6","68.8","76.3","68.2","71.9"
"GA.13","2022","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Aboriginal and Torres Strait Islander","with CRA","","","Australian Government Department of Social Services (unpublished)","%","36.2","38.0","37.6","37.7","31.0","30.5","44.9","35.9","36.5"
"GA.13","2022","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Aboriginal and Torres Strait Islander","without CRA","","","Australian Government Department of Social Services (unpublished)","%","69.8","69.9","67.5","67.8","65.9","63.4","73.2","64.7","68.3"
"GA.13","2022","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Receiving Disability Support Pension","with CRA","","","Australian Government Department of Social Services (unpublished)","%","34.5","34.7","34.1","34.2","26.2","24.9","29.4","34.2","33.4"
"GA.13","2022","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Receiving Disability Support Pension","without CRA","","","Australian Government Department of Social Services (unpublished)","%","77.0","72.1","74.1","74.4","69.9","70.3","74.9","69.1","74.2"
"GA.13","2022","Income units receiving CRA","<25 years old","All people","All areas","Aged 24 years or under","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","With family member aged 24 years or under","with CRA","","","Australian Government Department of Social Services (unpublished)","%","65.0","63.3","57.9","53.5","50.9","50.9","79.8","46.6","60.4"
"GA.13","2022","Income units receiving CRA","<25 years old","All people","All areas","Aged 24 years or under","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","With family member aged 24 years or under","without CRA","","","Australian Government Department of Social Services (unpublished)","%","84.2","83.0","80.0","78.1","77.4","79.5","91.3","71.3","81.7"
"GA.13","2022","Income units receiving CRA","75+ years old","All people","All areas","Aged 75 years or over","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","With family member aged 75 years or over","with CRA","","","Australian Government Department of Social Services (unpublished)","%","31.5","32.8","34.3","28.9","23.6","23.9","37.8","42.0","31.6"
"GA.13","2022","Income units receiving CRA","75+ years old","All people","All areas","Aged 75 years or over","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","With family member aged 75 years or over","without CRA","","","Australian Government Department of Social Services (unpublished)","%","65.0","63.6","65.9","59.9","57.8","66.6","63.9","68.5","64.0"
"GA.13","2022","Income units receiving CRA","All ages","All people","Greater Capital city","","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Greater Capital City Statistical Area","with CRA","","","Australian Government Department of Social Services (unpublished)","%","54.2","48.6","45.1","45.3","38.8","38.5","53.9","44.2","48.1"
"GA.13","2022","Income units receiving CRA","All ages","All people","Greater Capital city","","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Greater Capital City Statistical Area","without CRA","","","Australian Government Department of Social Services (unpublished)","%","78.9","73.4","71.2","72.0","70.2","73.0","76.4","69.4","74.1"
"GA.13","2022","Income units receiving CRA","All ages","All people","Rest of state/territory","","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Rest of state","with CRA","","","Australian Government Department of Social Services (unpublished)","%","38.2","34.7","41.9","33.0","24.3","28.7","0","36.8","37.7"
"GA.13","2022","Income units receiving CRA","All ages","All people","Rest of state/territory","","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","Rest of state","without CRA","","","Australian Government Department of Social Services (unpublished)","%","70.3","65.8","70.6","63.8","59.3","65.7","0","64.6","68.7"
"GA.13","2021","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","48.5","46.7","45.1","44.5","37.0","34.6","55.1","43.5","45.7"
"GA.13","2021","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","75.2","72.2","71.5","71.2","68.3","68.0","76.6","69.9","72.5"
"GA.13","2020","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","35.0","28.7","28.2","25.2","20.0","18.7","35.8","27.9","29.4"
"GA.13","2020","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","61.6","53.9","54.2","50.3","46.0","46.9","60.2","52.4","55.4"
"GA.13","2019","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","43.3","39.5","40.1","42.5","33.4","29.2","48.3","41.6","40.5"
"GA.13","2019","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","71.6","67.0","68.2","70.1","65.5","63.3","71.6","69.1","68.9"
"GA.13","2018","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","43.3","38.7","39.8","43.8","33.6","28.5","47.9","41.1","40.3"
"GA.13","2018","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 30 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","70.6","66.3","67.8","70.8","65.2","62.4","70.7","68.3","68.3"
"GA.14","2022","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","19.3","16.5","15.0","14.7","11.1","9.4","28.4","14.4","16.3"
"GA.14","2022","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","33.9","31.9","30.2","30.4","24.8","22.7","42.3","30.6","31.3"
"GA.14","2022","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Aboriginal and Torres Strait Islander","with CRA","","","Australian Government Department of Social Services (unpublished)","%","12.9","12.3","12.2","12.5","9.0","8.7","22.0","9.2","12.1"
"GA.14","2022","Income units receiving CRA","All ages","Aboriginal and Torres Strait Islander people","All areas","Aboriginal and Torres Strait Islander people","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Aboriginal and Torres Strait Islander","without CRA","","","Australian Government Department of Social Services (unpublished)","%","25.9","27.9","26.5","27.2","22.2","20.5","34.3","25.1","26.0"
"GA.14","2022","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Receiving Disability Support Pension","with CRA","","","Australian Government Department of Social Services (unpublished)","%","10.1","8.8","7.5","7.4","5.3","4.5","11.9","6.5","8.4"
"GA.14","2022","Income units receiving CRA","All ages","All people","All areas","Disability support pension","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Receiving Disability Support Pension","without CRA","","","Australian Government Department of Social Services (unpublished)","%","24.3","24.1","22.6","24.0","17.2","15.7","22.7","23.8","22.9"
"GA.14","2022","Income units receiving CRA","<25 years old","All people","All areas","Aged 24 years or under","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","With family member aged 24 years or under","with CRA","","","Australian Government Department of Social Services (unpublished)","%","35.6","34.0","28.1","23.6","22.4","21.6","54.9","17.2","31.0"
"GA.14","2022","Income units receiving CRA","<25 years old","All people","All areas","Aged 24 years or under","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","With family member aged 24 years or under","without CRA","","","Australian Government Department of Social Services (unpublished)","%","56.1","54.7","48.5","45.1","43.1","43.0","72.9","37.2","51.6"
"GA.14","2022","Income units receiving CRA","75+ years old","All people","All areas","Aged 75 years or over","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","With family member aged 75 years or over","with CRA","","","Australian Government Department of Social Services (unpublished)","%","9.4","8.6","8.2","7.1","5.1","4.2","14.3","10.5","8.3"
"GA.14","2022","Income units receiving CRA","75+ years old","All people","All areas","Aged 75 years or over","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","With family member aged 75 years or over","without CRA","","","Australian Government Department of Social Services (unpublished)","%","20.0","20.5","20.9","17.7","13.6","14.0","23.4","24.0","19.5"
"GA.14","2022","Income units receiving CRA","All ages","All people","Greater Capital city","","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Greater Capital City Statistical Area","with CRA","","","Australian Government Department of Social Services (unpublished)","%","24.7","19.4","15.7","15.9","12.8","12.6","28.5","15.5","19.1"
"GA.14","2022","Income units receiving CRA","All ages","All people","Greater Capital city","","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Greater Capital City Statistical Area","without CRA","","","Australian Government Department of Social Services (unpublished)","%","39.8","35.4","31.5","32.4","27.3","27.3","42.3","32.1","34.7"
"GA.14","2022","Income units receiving CRA","All ages","All people","Rest of state/territory","","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Rest of state","with CRA","","","Australian Government Department of Social Services (unpublished)","%","12.9","9.9","14.5","9.9","5.5","7.1","0","11.2","12.3"
"GA.14","2022","Income units receiving CRA","All ages","All people","Rest of state/territory","","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","Rest of state","without CRA","","","Australian Government Department of Social Services (unpublished)","%","27.0","24.0","29.0","22.8","16.7","19.3","0","26.4","26.3"
"GA.14","2021","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","20.4","18.0","16.0","15.4","11.7","10.0","29.1","15.8","17.4"
"GA.14","2021","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","35.1","34.0","31.5","31.7","26.0","23.8","43.4","32.2","32.7"
"GA.14","2020","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","10.1","7.2","6.2","5.1","3.4","2.6","10.3","6.0","7.3"
"GA.14","2020","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","19.3","15.7","14.6","13.4","10.3","9.1","19.2","14.8","15.8"
"GA.14","2019","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","14.9","12.6","11.7","12.7","8.6","6.6","22.4","13.0","12.7"
"GA.14","2019","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","29.3","27.1","26.5","29.7","22.7","19.0","35.8","29.7","27.4"
"GA.14","2018","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","with CRA","","","Australian Government Department of Social Services (unpublished)","%","15.3","12.3","11.8","13.9","8.7","6.4","22.4","12.9","12.9"
"GA.14","2018","Income units receiving CRA","All ages","All people","All areas","All","","Income units receiving CRA at 30 June","Paying more than 50 per cent of income on rent","All income units","without CRA","","","Australian Government Department of Social Services (unpublished)","%","29.4","26.5","26.5","30.8","23.0","18.6","35.7","29.2","27.4"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","","ABS Housing Occupancy and Costs","%","2.5","2.0","3.2","2.8","5.1","4.7","5.5","6.5","2.9"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","95%CI","ABS Housing Occupancy and Costs","% (±)","0.6","0.7","0.9","0.9","1.3","2.0","1.7","3.0","0.3"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","","ABS Housing Occupancy and Costs","%","27.7","26.0","29.1","22.5","21.1","21.7","19.7","29.6","26.2"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.8","2.4","2.7","2.5","2.1","3.8","3.0","5.5","1.0"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","","ABS Housing Occupancy and Costs","%","33.0","29.2","34.7","28.2","28.4","29.3","28.1","40.0","31.4"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.9","2.6","2.6","2.8","2.1","4.0","3.7","6.1","1.0"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","","ABS Housing Occupancy and Costs","%","34.0","37.4","35.6","42.7","39.0","34.9","42.2","43.0","36.8"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.7","2.3","1.8","3.2","2.0","3.2","4.2","6.2","0.9"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","","ABS Housing Occupancy and Costs","%","30.3","30.7","27.8","26.6","30.1","33.4","27.0","16.3","29.5"
"GA.15","2019-20","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.4","1.8","2.3","2.5","1.8","3.3","3.2","3.2","0.8"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","","ABS Housing Occupancy and Costs","%","3.7","1.7","3.3","2.4","4.9","4.2","6.8","3.6","3.1"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.0","0.6","1.3","0.8","1.2","1.0","1.8","2.3","0.5"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","","ABS Housing Occupancy and Costs","%","27.8","26.6","30.0","23.8","22.4","20.1","26.1","31.6","27.1"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.8","1.9","2.5","2.8","1.8","2.2","3.4","5.6","0.8"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","","ABS Housing Occupancy and Costs","%","33.6","29.4","35.9","27.8","29.5","26.3","34.1","38.6","32.0"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.8","2.1","2.9","2.7","1.9","2.3","3.5","6.0","1.0"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","","ABS Housing Occupancy and Costs","%","34.8","37.2","35.2","42.5","36.5","38.6","39.7","42.0","36.7"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.9","2.1","2.3","2.8","1.9","2.6","4.4","6.0","1.1"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","","ABS Housing Occupancy and Costs","%","29.7","31.2","27.4","27.2","32.3","33.0","25.1","17.1","29.5"
"GA.15","2017-18","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.8","2.1","2.1","1.9","1.8","1.7","2.6","3.6","0.9"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","","ABS Housing Occupancy and Costs","%","3.9","2.2","3.2","3.1","6.2","4.4","6.1","5.4","3.5"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","95%CI","ABS Housing Occupancy and Costs","% (±)","0.9","0.6","0.9","0.9","1.1","1.4","2.0","2.9","0.4"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","","ABS Housing Occupancy and Costs","%","25.5","24.2","28.1","24.0","23.7","19.5","24.2","29.9","25.3"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","95%CI","ABS Housing Occupancy and Costs","% (±)","2.3","1.6","2.0","2.1","2.1","1.8","3.5","4.0","0.9"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","","ABS Housing Occupancy and Costs","%","30.6","27.7","33.3","28.6","31.4","26.0","31.7","42.0","30.3"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","95%CI","ABS Housing Occupancy and Costs","% (±)","2.2","1.6","2.0","2.0","2.3","2.2","3.6","5.0","0.9"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","","ABS Housing Occupancy and Costs","%","34.9","37.7","38.8","40.0","35.7","36.5","41.3","36.1","37.1"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.8","1.8","2.1","2.3","2.0","2.1","3.6","5.7","0.9"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","","ABS Housing Occupancy and Costs","%","32.2","32.4","25.8","28.6","30.9","35.0","26.1","17.7","30.4"
"GA.15","2015-16","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.6","1.3","1.6","1.8","1.8","2.2","3.2","3.4","0.8"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","","ABS Housing Occupancy and Costs","%","3.7","2.6","3.4","3.1","5.9","4.1","7.1","6.4","3.6"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","95%CI","ABS Housing Occupancy and Costs","% (±)","0.9","0.9","0.9","0.9","1.5","1.3","1.9","2.3","0.5"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","","ABS Housing Occupancy and Costs","%","25.5","24.7","30.0","24.5","21.9","18.9","23.5","30.3","25.7"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.7","1.7","2.2","2.5","2.1","1.8","2.9","3.8","0.9"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","","ABS Housing Occupancy and Costs","%","31.4","28.2","35.6","29.4","29.2","24.5","31.5","44.2","31.0"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.7","1.8","2.4","2.7","1.9","2.4","3.1","5.2","1.0"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","","ABS Housing Occupancy and Costs","%","34.7","35.9","34.7","39.8","35.8","36.9","40.1","34.2","35.8"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.9","2.1","2.1","3.0","2.1","2.2","3.5","4.8","1.0"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","","ABS Housing Occupancy and Costs","%","32.5","33.3","28.5","28.3","33.4","37.1","27.1","17.9","31.4"
"GA.15","2013-14","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.5","1.8","1.6","2.5","1.7","2.1","2.3","3.2","0.9"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","","ABS Housing Occupancy and Costs","%","4.7","2.8","2.7","3.8","5.7","5.6","7.5","8.1","3.9"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Public housing","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.1","0.8","0.8","1.0","1.4","1.4","2.8","3.0","0.5"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","","ABS Housing Occupancy and Costs","%","25.7","24.2","28.5","24.8","18.0","20.9","23.2","31.5","25.1"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Private rental","","95%CI","ABS Housing Occupancy and Costs","% (±)","2.0","1.6","2.2","2.0","1.7","2.7","2.9","5.7","0.9"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","","ABS Housing Occupancy and Costs","%","31.7","27.5","33.1","30.2","25.5","27.3","31.8","44.1","30.3"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Renters","Total renters","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.8","1.6","2.3","2.7","2.1","3.2","3.5","5.3","0.8"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","","ABS Housing Occupancy and Costs","%","34.5","37.1","36.6","40.0","38.4","35.3","40.4","36.7","36.6"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners with a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.6","1.7","2.1","2.4","2.2","2.4","3.2","4.7","0.7"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","","ABS Housing Occupancy and Costs","%","31.2","33.6","28.1","27.0","33.9","35.3","26.2","16.5","30.9"
"GA.15","2011-12","Housing composition by tenure type","All ages","All people","All areas","","","","Households","Home owners without a mortgage","","","95%CI","ABS Housing Occupancy and Costs","% (±)","1.4","1.4","1.9","2.0","2.2","2.5","2.8","3.5","0.7"
"GA.16","2021","Households residing in community housing","All ages","All people","All areas","","","","Households","Residing in community housing","","","","ABS (unpublished) Census of Population and Housing","%","1.0","0.5","0.6","0.8","1.4","1.3","0.6","3.0","0.8"
"GA.16","2016","Households residing in community housing","All ages","All people","All areas","","","","Households","Residing in community housing","","","","ABS (unpublished) Census of Population and Housing","%","0.7","0.5","0.5","0.5","1.1","1.0","0.5","2.1","0.6"
"GA.16","2011","Households residing in community housing","All ages","All people","All areas","","","","Households","Residing in community housing","","","","ABS (unpublished) Census of Population and Housing","%","0.7","0.5","0.6","0.7","1.1","0.8","0.5","2.9","0.7"
