"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.18","2019-20","Recurrent expenditure","All ages","All people","","","2021-22 dollars","Total real recurrent expenditure","","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","267.6","396.0","165.5","86.0","73.7","35.5","26.5","41.0","1091.9"
"19A.18","2019-20","Recurrent expenditure","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","70372","115306","43094","24956","19218","6444","4143","10277","290462"
"19A.18","2019-20","Recurrent expenditure","All ages","All people","","","2021-22 dollars","Estimated cost per client","","","","","","Derived from State and Territory governments (unpublished); AIHW (unpublished) Specialist Homelessness Services Collection; ABS Australian National Accounts: National Income Expenditure and Product","$","3803","3435","3841","3445","3833","5510","6407","3992","3759"
"19A.18","2018-19","Recurrent expenditure","All ages","All people","","","2021-22 dollars","Total real recurrent expenditure","","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","253.3","361.8","152.0","81.7","73.0","33.3","25.6","39.4","1020.2"
"19A.18","2018-19","Recurrent expenditure","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","73549","112919","43087","24871","19637","6623","3808","9646","290317"
"19A.18","2018-19","Recurrent expenditure","All ages","All people","","","2021-22 dollars","Estimated cost per client","","","","","","Derived from State and Territory governments (unpublished); AIHW (unpublished) Specialist Homelessness Services Collection; ABS Australian National Accounts: National Income Expenditure and Product","$","3444","3204","3527","3286","3720","5035","6722","4087","3514"
"19A.18","2017-18","Recurrent expenditure","All ages","All people","","","2021-22 dollars","Total real recurrent expenditure","","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","239.3","336.6","144.9","82.7","73.5","32.7","23.4","40.5","973.6"
"19A.18","2017-18","Recurrent expenditure","All ages","All people","","","","Total clients","","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","71628","116872","41118","23739","19641","6508","4026","9285","288795"
"19A.18","2017-18","Recurrent expenditure","All ages","All people","","","2021-22 dollars","Estimated cost per client","","","","","","Derived from State and Territory governments (unpublished); AIHW (unpublished) Specialist Homelessness Services Collection; ABS Australian National Accounts: National Income Expenditure and Product","$","3341","2880","3523","3485","3744","5026","5806","4361","3371"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","36769","64808","22383","15243","9537","3924","1804","5143","158197"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","26.2","22.4","17.5","18.4","23.1","19.4","34.0","16.9","22.1"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","28.7","23.8","19.6","20.3","24.7","20.5","37.4","17.7","24.0"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10678","7063","8365","7388","2401","623","319","4390","41240"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.8","18.2","12.2","11.2","14.3","18.7","34.6","13.4","15.4"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","21.7","18.8","13.2","12.2","15.7","19.3","35.1","13.7","16.5"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","4573","2663","1785","1073","1172","218","196","342","11812"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","39.5","34.8","24.9","27.5","28.4","45.1","48.4","19.6","33.8"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","45.7","43.1","32.2","34.9","33.5","45.6","57.3","24.8","40.6"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1293","305","619","396","341","38","37","265","3221"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","32.4","28.0","18.4","16.0","25.8","48.5","63.0","13.7","25.7"
"19A.19","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","37.0","32.6","20.4","22.8","30.5","39.4","63.0","17.2","30.0"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","37700","67302","22301","14836","11545","3750","2036","4854","162777"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.4","20.1","15.0","14.6","21.2","16.4","31.3","12.8","19.6"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.3","21.0","17.2","16.1","22.5","16.9","34.9","13.4","21.1"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10835","6512","8112","7391","3061","550","311","4195","41445"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.0","14.6","10.4","8.4","13.9","16.1","28.4","9.1","12.7"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.5","14.4","11.5","8.7","14.5","15.5","26.7","9.6","13.5"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","4726","2859","1785","1204","1585","259","212","404","12791"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","36.6","34.8","26.9","26.8","27.4","44.3","42.8","17.9","32.6"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","41.3","40.4","33.4","33.4","32.0","44.3","53.5","21.9","38.2"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1401","303","577","471","436","33","34","315","3493"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","29.8","32.2","19.0","19.1","20.5","46.9","39.3","12.9","24.8"
"19A.19","2020-21","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","33.2","31.8","22.6","22.2","24.1","53.1","35.7","16.5","28.0"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","38700","74038","23110","15638","10655","3929","2047","4845","171117"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.4","21.2","15.6","15.8","22.0","16.7","30.0","13.3","20.3"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.0","21.5","16.6","16.2","22.9","16.9","32.2","13.5","21.1"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10789","6604","7989","7377","2650","591","291","4076","41117"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.6","16.3","11.2","10.7","16.0","15.9","19.5","9.7","13.9"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.5","16.5","11.6","10.4","16.4","15.3","23.4","9.4","14.2"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","5107","3220","2051","1352","1409","292","283","451","13867"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","32.9","39.0","24.6","27.7","29.0","47.3","38.2","19.0","32.2"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","38.0","40.7","30.0","30.6","31.6","40.7","50.4","21.8","36.1"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1441","345","676","500","393","56","48","304","3656"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","28.5","31.0","18.4","19.7","24.9","44.2","28.9","14.7","24.8"
"19A.19","2019-20","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.4","33.2","21.1","20.2","23.7","44.2","47.4","15.5","26.9"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","41425","73083","23805","15472","11178","3854","2026","4875","173475"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.6","21.0","14.8","15.5","20.9","17.9","28.0","12.9","20.1"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.5","21.4","16.4","16.7","22.3","18.8","31.5","14.0","21.3"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","11200","6410","8134","6416","2736","542","325","4081","40382"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.1","15.8","10.3","9.0","14.7","15.6","20.0","10.0","13.5"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.8","15.7","11.1","9.1","15.4","16.1","22.3","10.3","14.0"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","5565","3689","2313","1389","1195","304","237","434","14748"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","34.8","32.9","23.5","24.4","26.7","47.8","34.4","21.1","31.1"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","40.9","34.4","29.9","29.4","33.0","43.1","45.9","24.3","36.0"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1471","367","736","440","297","61","53","295","3619"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","28.7","23.6","18.1","18.0","23.7","43.4","27.1","19.5","24.0"
"19A.19","2018-19","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.4","21.4","21.5","17.4","26.5","34.0","33.3","20.7","26.0"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","40418","77321","22898","14932","11220","3814","2187","4450","174962"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.3","20.0","14.7","17.6","22.4","16.8","29.4","14.0","19.8"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Economic participation; before and after support","15+ years old","All clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","24.4","20.9","16.4","18.4","23.5","17.7","32.4","15.0","21.1"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10622","6581","7910","5786","2772","519","362","3642","39120"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.1","15.1","11.0","9.7","15.4","14.3","21.9","10.7","13.6"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.4","15.6","11.5","9.2","15.6","14.7","22.3","10.9","14.1"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","5480","3496","2226","1408","1160","277","259","456","14368"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","34.8","34.6","25.0","28.6","28.3","45.2","37.0","22.8","32.2"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","All people","Education and/or training assistance","","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","All clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","40.5","37.3","31.6","32.5","31.7","40.8","48.9","25.5","37.0"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1451","360","649","454","245","47","46","357","3485"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","28.0","32.2","18.3","21.5","28.2","59.5","38.9","19.2","25.3"
"19A.19","2017-18","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","Education and/or training assistance","Aboriginal and Torres Strait Islander people","","Economic participation; before and after support","15+ years old","Clients with a need for employment and/or education and/or training assistance","Aboriginal and Torres Strait Islander clients","Labour force status 'employed' and/or enrolled in formal education/training","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","30.5","29.7","23.3","21.0","31.5","47.6","33.3","20.3","27.6"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","36769","64808","22383","15243","9537","3924","1804","5143","158197"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.0","18.3","12.1","13.8","14.0","13.0","23.1","12.2","16.1"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.7","20.2","14.9","16.4","16.0","14.7","27.8","13.5","18.7"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10678","7063","8365","7388","2401","623","319","4390","41240"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.6","14.6","8.1","8.4","6.9","11.7","15.8","8.5","10.2"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","14.6","15.9","10.0","9.6","8.1","13.1","20.6","9.1","12.0"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","with a need for employment and/or training assistance","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","3271","1767","1306","787","927","153","156","228","8442"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","with a need for employment and/or training assistance","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.3","19.9","15.7","13.7","10.3","25.7","24.1","14.4","17.5"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","All people","","","","Labour force status; before and after support","15+ years old","All clients","with a need for employment and/or training assistance","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.8","32.8","26.7","26.4","18.5","27.0","41.4","22.7","29.2"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","with a need for employment and/or training assistance","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","957","184","439","270","247","24","27","167","2265"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","with a need for employment and/or training assistance","Employed","Before support","AIHW (unpublished) Specialist Homelessness Services Collection","%","15.8","13.0","10.6","8.7","5.9","23.8","24.0","11.4","12.4"
"19A.20","2021-22","Achievement of employment; education and/or training on exit","15+ years old","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Labour force status; before and after support","15+ years old","Aboriginal and Torres Strait Islander clients","with a need for employment and/or training assistance","Employed","After support","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.1","24.7","16.3","18.1","13.6","28.6","40.0","15.7","21.0"
